,product,price,type,rating,cuisine,restaurant,lat,log
16447,"kinder (chocolate blanco, mango y fruta de la pasion)",11.0,postre,9.1,mediterraneo,surtopia,40.4353595,-3.6818503
16448,"tiramisu andaluz (pionono, cafe, queso, cacao y pedro ximenez)",10.0,postre,9.1,mediterraneo,surtopia,40.4353595,-3.6818503
16449,"rebujito sanluqueño (lima, limon, yerbabuena y manzanilla)",10.0,postre,9.1,mediterraneo,surtopia,40.4353595,-3.6818503
16450,"coconguito (chocolate, cacahuete y coco)",11.0,postre,9.1,mediterraneo,surtopia,40.4353595,-3.6818503
16451,quesos curados de oveja y cabra payoya de la sierra de cadiz,11.0,postre,9.1,mediterraneo,surtopia,40.4353595,-3.6818503
16452,murg makhani:,10.95,plato,9.2,indio,himalayan,40.4326469,-3.6579415
16453,murg mango:,10.95,plato,9.2,indio,himalayan,40.4326469,-3.6579415
16454,murg hawai:,10.95,plato,9.2,indio,himalayan,40.4326469,-3.6579415
16455,rogan josh:,12.95,plato,9.2,indio,himalayan,40.4326469,-3.6579415
16456,entrecot,15.0,plato,9.3,none,queen las tablas,40.501507312415,-3.675479888916
16457,bistec,9.1,plato,9.3,none,queen las tablas,40.501507312415,-3.675479888916
16458,sushi de cangrejo,4.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16459,tobiko,4.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16460,tartar de salmon,8.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16461,nigiri de salmon ahumado,4.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16462,gyu sushi de ternera,4.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16465,cafe,1.6,bebida,8.5,americano,wings 4 you,40.4248074,-3.6718707
16466,botella de agua,2.0,bebida,8.5,americano,wings 4 you,40.4248074,-3.6718707
16467,media botella de agua,1.5,bebida,8.5,americano,wings 4 you,40.4248074,-3.6718707
16470,ensalada de bogavante nacional con vinagreta de aguacate,29.5,plato,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
16471,ensalada de tomate raff y bonito del norte,13.2,plato,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
16472,ensalada mixta valenciana con surtido de germinados,13.2,plato,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
16473,rioja montecillo crianza,17.0,bebida,8.9,marisqueria,marisqueria hermanos alvarez,40.464998462042,-3.6533501148224
16474,buro peñalosa ribera del duero crianza,20.0,bebida,8.9,marisqueria,marisqueria hermanos alvarez,40.464998462042,-3.6533501148224
16475,albariño viña sobreira,18.0,bebida,8.9,marisqueria,marisqueria hermanos alvarez,40.464998462042,-3.6533501148224
16476,peñalosa verdejo 100%,18.0,bebida,8.9,marisqueria,marisqueria hermanos alvarez,40.464998462042,-3.6533501148224
16477,sashimi pez mantequilla,9.0,plato,9.1,japones,sukina,40.4341563,-3.6250229
16478,sashimi atun y salmon,9.5,plato,9.1,japones,sukina,40.4341563,-3.6250229
16488,avena overnight,5.5,postre,7.8,vegetariano,soma healthy cafe,40.4196548,-3.6787286
16489,acai bowl,8.5,postre,7.8,vegetariano,soma healthy cafe,40.4196548,-3.6787286
16490,"maki de tempura de gambas, pepino, mango y salsa picante",12.5,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16491,unagidon,14.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16492,maki de pollo y queso,10.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16493,"maki de langostino frito, aguacate y mayonesa",12.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16494,"anguila, uramaki con aguacate",12.5,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16495,maki de pato,10.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16496,sushi ebi pequeño,6.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
16499,cafe,1.0,bebida,none,español,daily - miguel yuste,40.4350478,-3.62289
16500,botella de agua,3.0,bebida,none,español,daily - miguel yuste,40.4350478,-3.62289
16501,media botella de agua,2.0,bebida,none,español,daily - miguel yuste,40.4350478,-3.62289
16502,botella de vino,12.0,bebida,none,español,daily - miguel yuste,40.4350478,-3.62289
16503,copa de vino,2.0,bebida,none,español,daily - miguel yuste,40.4350478,-3.62289
16504,tandoori chicken,10.5,plato,8.9,indio,taj marques de cubas,40.41766,-3.69556
16505,lamb tikka,10.95,plato,8.9,indio,taj marques de cubas,40.41766,-3.69556
16506,tandoori king prawn,15.5,plato,8.9,indio,taj marques de cubas,40.41766,-3.69556
16507,retiro,7.5,plato,8.2,internacional,amalavida lounge bar,40.4214612,-3.7039131
16508,callao,8.0,plato,8.2,internacional,amalavida lounge bar,40.4214612,-3.7039131
16509,carabanchel,9.0,plato,8.2,internacional,amalavida lounge bar,40.4214612,-3.7039131
16512,cafe,1.8,bebida,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
16513,botella de agua,2.0,bebida,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
16515,botella de vino,6.95,bebida,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
16516,copa de vino,1.8,bebida,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
16517,botella de champan,20.0,bebida,9.5,americano,la osita x the sandwich p...,40.413234,-3.7084903
16521,media botella de agua,2.5,bebida,9.5,americano,la osita x the sandwich p...,40.413234,-3.7084903
16522,botella de vino,12.5,bebida,9.5,americano,la osita x the sandwich p...,40.413234,-3.7084903
16523,copa de vino,2.5,bebida,9.5,americano,la osita x the sandwich p...,40.413234,-3.7084903
16526,ragù antico,14.5,plato,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
16527,peperoncino e gamberi,13.95,plato,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
16528,crunchy cesar,7.5,plato,8.9,americano,anauco valdebebas,40.49439,-3.6147116
16529,ensalada mediterranea,7.9,plato,8.9,americano,anauco valdebebas,40.49439,-3.6147116
16530,ensalada anauco,8.2,plato,8.9,americano,anauco valdebebas,40.49439,-3.6147116
16532,guacamole en tempura con huevas de salmon y nachos con queso,9.9,entrante,8.5,none,claridge - hotel claridge ,40.406391376166,-3.6696701049804688
16533,croquetas caseras de jamon,9.5,entrante,8.5,none,claridge - hotel claridge ,40.406391376166,-3.6696701049804688
16534,pulpo plancha con patatas revolconas,15.5,entrante,8.5,none,claridge - hotel claridge ,40.406391376166,-3.6696701049804688
16535,bacalao en tempura con patatas chip de colores,18.2,entrante,8.5,none,claridge - hotel claridge ,40.406391376166,-3.6696701049804688
16536,tostas de sardinas ahumadas con brunoise de tomate,10.2,entrante,8.5,none,claridge - hotel claridge ,40.406391376166,-3.6696701049804688
16537,"pularda trufada y humus, jugo de oporto",24.0,plato,9,mediterraneo,el jardin del miguel angel,40.437529,-3.69137
16538,"chuletas cordero, migas y tomatitos cherry salteados",27.0,plato,9,mediterraneo,el jardin del miguel angel,40.437529,-3.69137
16539,solomillo de buey a la parrilla con foie y salsa pimienta sichuan,26.0,plato,9,mediterraneo,el jardin del miguel angel,40.437529,-3.69137
16540,"black angus americano, fileteado al carbon, con salsa bernesa",37.0,plato,9,mediterraneo,el jardin del miguel angel,40.437529,-3.69137
16541,"steak tartar de añojo, pincelada de anchoas y crujiente de pan",24.0,plato,9,mediterraneo,el jardin del miguel angel,40.437529,-3.69137
16542,crumble de manzana,6.0,postre,9,mediterraneo,best,40.4297274,-3.6749687
16543,tabla de quesos,9.0,postre,9,mediterraneo,best,40.4297274,-3.6749687
16544,brownie,6.0,postre,9,mediterraneo,best,40.4297274,-3.6749687
16545,tarta de queso casera,6.0,postre,9,mediterraneo,best,40.4297274,-3.6749687
16546,tartar de fruta,6.0,postre,9,mediterraneo,best,40.4297274,-3.6749687
16551,mochi,5.0,postre,8.9,japones,ninja ramen,40.4264636,-3.7010881
16552,helado de te verde,5.0,postre,8.9,japones,ninja ramen,40.4264636,-3.7010881
16553,taiyaki,5.0,postre,8.9,japones,ninja ramen,40.4264636,-3.7010881
16557,lomo de buey al carbon,23.0,plato,8.9,mediterraneo,el coto del casar,40.441256916602,-3.6686298847198486
16558,entrecot a la parrilla,18.0,plato,8.9,mediterraneo,el coto del casar,40.441256916602,-3.6686298847198486
16559,solomillo de ternera a la parrilla,22.0,plato,8.9,mediterraneo,el coto del casar,40.441256916602,-3.6686298847198486
16560,solomillo de ternera con foie al pedro ximenez,28.0,plato,8.9,mediterraneo,el coto del casar,40.441256916602,-3.6686298847198486
16561,chuletillas de lechal a la parrilla,17.0,plato,8.9,mediterraneo,el coto del casar,40.441256916602,-3.6686298847198486
16572,cafe,1.5,bebida,8.8,none,pokelolo,40.4253873,-3.6829026
16574,media botella de agua,2.5,bebida,8.8,none,pokelolo,40.4253873,-3.6829026
16576,copa de vino,3.0,bebida,8.8,none,pokelolo,40.4253873,-3.6829026
16577,postres,6.0,postre,9.1,americano,lobsterie,40.4228537,-3.6969627
16578,tartar stun picante,17.55,plato,8.2,japones,kokoro,40.4285833,-3.6748306
16579,sushi variado,19.5,plato,8.2,japones,kokoro,40.4285833,-3.6748306
16580,sashimi variado,20.15,plato,8.2,japones,kokoro,40.4285833,-3.6748306
16581,lamina crujiente de chocolate y frambuesa,7.0,postre,9.4,none,algarabia,40.417280448988,-3.7104101181030273
16582,copa de manzana con espuma de toffee,7.0,postre,9.4,none,algarabia,40.417280448988,-3.7104101181030273
16583,crema fria de caramelo,7.0,postre,9.4,none,algarabia,40.417280448988,-3.7104101181030273
16584,peras de ricon de soto al vino tinto,7.0,postre,9.4,none,algarabia,40.417280448988,-3.7104101181030273
16585,lubina a la brasa con salsa donostiarra,19.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
16586,lubina gratinada en salsa holandesa sobre cama de patatas,17.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
16587,bacalao a la brasa sobre wok de verduritas,16.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
16588,bacalao confitado sobre pilpil de calabaza y mango,16.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
16592,croquetas caseras de jamon (6 ud),13.9,plato,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
16593,celias,13.9,plato,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
16594,raviollacci de boletus con aceite trufado y parmesano,14.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16595,fogottini de pera con queso ligero en dos texturas.,14.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16596,nuestra hamburguesa healthy de falafel y aguacate con sesamo tricolor,12.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16597,"hamburguesa de ternera con queso brie, tomate raf, rucula y mostaza antigua",14.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16598,salmon en costra de ceniza con ollucos y verduritas,16.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16599,pollo de corral al grill con verduras al wok,14.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16600,chipirones con ali-oli del huacatay y albahaca,14.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16601,"escalope de foie con chutney de maiz morado, frutos rojos y flor de pensamiento",15.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16602,lubina salvaje con patatas a la importancia y brotes tiernos,20.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16603,pulpo braseado en salsa anticuchera y patata,18.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16604,entrecot gallego con sal rosa del himalaya y tuetano,20.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16605,ceviche de pulpo,20.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16606,cochinillo al horno con patatas rusticas y hierbas andinas,25.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
16607,"murgh makhani (butter chicken): trozos de pollo tikka en salsa de nata, tomate y mantequilla",13.2,plato,9.1,indio,sagar,40.435778247297,-3.6725399494171
16608,ghost tikka masala (lamb tikka masala): trozos de cordero preparado en salsa especial,15.4,plato,9.1,indio,sagar,40.435778247297,-3.6725399494171
16609,chicken briyani: arroz basmati aromatico preparado con pollo,13.2,plato,9.1,indio,sagar,40.435778247297,-3.6725399494171
16610,tequeños,8.5,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16611,yuquitas con bacon,8.5,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16612,anticucho,9.5,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16613,papa a la huancaina,8.5,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16614,papa rellena,8.5,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16615,salchipapa,6.0,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16616,ensalada mixta,6.5,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16617,ensalada 3 tomates y ventresca,10.0,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16618,tamal,8.0,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16619,pulpo anticuchero,17.0,entrante,8.9,peruano,kausa madrid,40.412811,-3.698338
16620,jamon iberico 100 % puro de bellota (1 plato),25.0,entrante,9.2,mediterraneo,el picaporte bistro,40.4367235,-3.6941809
16621,jamon iberico 100 % puro de bellota (1/2 plato),15.0,entrante,9.2,mediterraneo,el picaporte bistro,40.4367235,-3.6941809
16622,cecina (1 plato),19.0,entrante,9.2,mediterraneo,el picaporte bistro,40.4367235,-3.6941809
16623,cecina (1/2 plato),12.0,entrante,9.2,mediterraneo,el picaporte bistro,40.4367235,-3.6941809
16624,tabla de quesos d.o.p. (1 plato),19.0,entrante,9.2,mediterraneo,el picaporte bistro,40.4367235,-3.6941809
16625,tabla de quesos d.o.p. (1/2 plato),12.0,entrante,9.2,mediterraneo,el picaporte bistro,40.4367235,-3.6941809
16626,niguiri de pez mantequilla con ajo negro,6.5,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16627,niguiri de huevo de codorniz con trufa y sal ahumada,6.5,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16628,niguiri de salmon al toque de lima flambeado en mesa,7.9,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16629,niguiri templado de anguila,8.2,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16630,niguiri de atun rojo,8.9,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16631,"niguiri crujiente con tartar de atun rojo, tobiko, mayonesa japonesa y mirin",9.1,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16632,niguiri de foie con frambuesa,9.5,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16633,niguiri de vieira tostada,9.9,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16634,niguiri de wagyu flameado con aceite de cilantro,10.5,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
16635,arroz con bogavante,22.0,plato,8.7,español,la clave,40.4240038,-3.6840345
16636,arroz con carabineros,24.0,plato,8.7,español,la clave,40.4240038,-3.6840345
16637,ensalada de algas wakame,8.5,entrante,9.1,none,kanbun metropoli,40.4263996,-3.6833335
16638,tiradito de salmon o hamachi,8.1,entrante,9.1,none,kanbun metropoli,40.4263996,-3.6833335
16639,ceviche cremoso,8.5,entrante,9.1,none,kanbun metropoli,40.4263996,-3.6833335
16640,chuleton gallego a la parilla,19.0,plato,7.9,arroceria,la fragua del pinar,40.4824925,-3.6706515
16641,merluza al caviar con langostinos y gulas,18.0,plato,7.9,arroceria,la fragua del pinar,40.4824925,-3.6706515
16642,yaki beef,7.9,plato,8.7,japones,sushiole silvela,40.43558,-3.67611
16643,yakichicken,7.9,plato,8.7,japones,sushiole silvela,40.43558,-3.67611
16644,salteado de anguila,8.9,plato,8.7,japones,sushiole silvela,40.43558,-3.67611
16649,risotto de quinoa con capon de corral con salsa satay,12.95,plato,9.1,internacional,club serrano 100,40.433671,-3.6862799
16650,"pizza de foie, jamon de pato y aceite de trufa",12.95,plato,9.1,internacional,club serrano 100,40.433671,-3.6862799
16651,pulpo al olivo con suave salsa de aceituna botija,13.95,plato,9.1,internacional,club serrano 100,40.433671,-3.6862799
16664,tortilla de patata y cebolla,16.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16665,pisto a mi manera con huevos revueltos,15.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16666,menestra al estilo de lorenzo,16.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16667,guisantes de temporada,16.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16668,alcachofas de temporada a la plancha,15.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16669,boquerones fritos con ajito y guindilla,14.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16670,lechazo escabechado,16.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16671,cogote de merluza a la bilbaina,20.0,plato,9,mediterraneo,tamara lorenzo,40.4176381,-3.6733589
16672,"tagliatelle a la norcina con boletus, salchicha fresca y pecorino romano",13.2,plato,9.1,italiano,la pizza e bella,40.403022,-3.6961182
16673,"pizza tartufo con mozzarella, trufa, huevo y laminas de parmesano",12.2,plato,9.1,italiano,la pizza e bella,40.403022,-3.6961182
16674,"pizza pesto con mozzarella, pesto genoves, gambas y nueces",10.6,plato,9.1,italiano,la pizza e bella,40.403022,-3.6961182
16675,bacalao marinado de teriyaki con lombarda salteada,18.5,plato,9.3,mediterraneo,el callejon de alvarez gato,40.436499,-3.6443778
16676,tartar de bonito marinado,15.0,plato,9.3,mediterraneo,el callejon de alvarez gato,40.436499,-3.6443778
16677,entrecotte a la plancha con patatas,24.0,plato,9.3,mediterraneo,el callejon de alvarez gato,40.436499,-3.6443778
16681,pollo al ajillo,9.5,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16682,fabada asturiana,13.0,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16683,pollo asado a la asturiana,12.0,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16684,taquitos de ternera,12.4,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16685,jarrete de jamon confitado,13.9,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16686,carrillera de ternera,14.0,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16687,cachopo de ternera xxl,20.0,plato,8.4,asturiano,la bobia,40.4113543,-3.707739
16690,cafe,1.8,bebida,7.6,internacional,wrapipans bar,40.4093402,-3.693189
16691,botella de agua,1.8,bebida,7.6,internacional,wrapipans bar,40.4093402,-3.693189
16694,copa de vino,2.0,bebida,7.6,internacional,wrapipans bar,40.4093402,-3.693189
16695,teppanyaki de solomillo en teriyaki,16.5,plato,8.9,asiatico,shan hai city,40.4477371,-3.6957256
16696,yakisoba con gambas y verduras,8.5,plato,8.9,asiatico,shan hai city,40.4477371,-3.6957256
16697,pad thai,7.95,plato,8.9,asiatico,shan hai city,40.4477371,-3.6957256
16701,pasta fresca mien con pollo de granja,11.9,plato,8.7,japones,le club sushita,40.4199579,-3.6905829
16702,pasta fresca integral,11.9,plato,8.7,japones,le club sushita,40.4199579,-3.6905829
16703,arroz bibibamp,11.9,plato,8.7,japones,le club sushita,40.4199579,-3.6905829
16704,tiramisu,6.0,postre,9.5,italiano,davanti food & market,40.4221046,-3.6968362
16705,tarta tenerina de chocolate con helado de mascarpone,6.5,postre,9.5,italiano,davanti food & market,40.4221046,-3.6968362
16706,semifreddo al caffe,6.5,postre,9.5,italiano,davanti food & market,40.4221046,-3.6968362
16707,"ensalada de pollo bio, aguacate y rucula",18.5,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16708,lacon con grelos,20.0,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16709,solomillo de ternera gallega con salsa de queso arzua,26.0,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16710,chuletillas de cordero,24.0,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16711,escalopines de solomillo,24.5,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16712,jarrete de ternera lacado,25.0,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16713,taco de vaca con setas y verduras,26.5,plato,9,gallego,ponteareas,40.4324096,-3.6855355
16714,tai dorada,16.5,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16715,hokkaido vieira,16.5,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16716,hamachi pez limon,17.5,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16717,chu toro de atun,18.0,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16718,ika sepia botalga,18.5,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16719,robusuta bogavante,42.5,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16720,surtido de sashimi,38.0,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16721,surtido de kaisen,54.0,plato,9.2,japones,sushi bar hannah,40.4298681,-3.6879861
16722,pechuga a la plancha,6.9,plato,8.5,americano,wings 4 you,40.4248074,-3.6718707
16723,1/2 pollo con patatas,7.9,plato,8.5,americano,wings 4 you,40.4248074,-3.6718707
16724,1 pollo con patatas,10.9,plato,8.5,americano,wings 4 you,40.4248074,-3.6718707
16725,"humus de garbanzos, picadillo de cilantro y cebolla, zanahoria y curcuma y remolacha, queso feta acompañado con tortilla de trigo",7.0,plato,8.9,none,ls fusion,40.4294873,-3.6719293
16726,"rollito vietnamita con vinagreta oriental, jengibre y hierbabuena",3.5,plato,8.9,none,ls fusion,40.4294873,-3.6719293
16727,ensaladilla rusa,8.0,plato,9.4,mediterraneo,tinto y en botella,40.4323794,-3.7031182
16728,queso burrata con pesto sobre canonigos,11.0,plato,9.4,mediterraneo,tinto y en botella,40.4323794,-3.7031182
16729,pimientos asados con ventresca y alcaparras,8.0,plato,9.4,mediterraneo,tinto y en botella,40.4323794,-3.7031182
16730,tomate partido con bonito curado,8.0,plato,9.4,mediterraneo,tinto y en botella,40.4323794,-3.7031182
16731,lubina a la parrilla con compota de tomate al tomillo,35.0,plato,9.6,none,la paloma,40.423761,-3.6821814
16732,cachopo de rape relleno de txangurro sobre verdura,32.0,plato,9.6,none,la paloma,40.423761,-3.6821814
16733,lomos de merluza a la parrilla con cremoso de berberechos,31.0,plato,9.6,none,la paloma,40.423761,-3.6821814
16734,bacalao al pil-pil con sus kokotxas,31.0,plato,9.6,none,la paloma,40.423761,-3.6821814
16735,kokotxas de merluza en salsa verde,39.0,plato,9.6,none,la paloma,40.423761,-3.6821814
16736,lasagna,12.9,plato,9,italiano,sciantusi madrid,40.4190893,-3.7071883
16737,gnocchi alla sorrentina,11.9,plato,9,italiano,sciantusi madrid,40.4190893,-3.7071883
16738,risotto alla milanese con ossobuco,18.5,plato,9,italiano,sciantusi madrid,40.4190893,-3.7071883
16739,red mountain burger,12.9,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16740,la suiza,12.9,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16741,la benedictina,12.9,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16742,melting cheese burger,12.9,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16743,boletus burger,12.9,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16744,mexican burger,12.9,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16745,dry aged,16.0,plato,9,americano,steakburguer atocha,40.409597,-3.6936573
16752,cafe,2.0,bebida,8.4,cubano,la colonial de huertas,40.413095,-3.6958556
16753,botella de agua,3.0,bebida,8.4,cubano,la colonial de huertas,40.413095,-3.6958556
16754,media botella de agua,2.0,bebida,8.4,cubano,la colonial de huertas,40.413095,-3.6958556
16755,botella de vino,14.0,bebida,8.4,cubano,la colonial de huertas,40.413095,-3.6958556
16756,copa de vino,3.0,bebida,8.4,cubano,la colonial de huertas,40.413095,-3.6958556
16757,strudell de manzana,6.0,postre,8.9,mediterraneo,larrun,40.4961792,-3.6740164
16758,tarta de limon,6.0,postre,8.9,mediterraneo,larrun,40.4961792,-3.6740164
16759,tarta de chocolate y queso,6.0,postre,8.9,mediterraneo,larrun,40.4961792,-3.6740164
16760,arroz negro con tallarines de calamar y alioli de lima,22.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16761,"risotto de parmesano, jamon y setas de temporada",23.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16762,tartar de salmon con compota de tomate y perlas de wasabi,18.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16763,chipirones encebollados,26.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16764,atun vuelta y vuelta con escalivada ahumada,34.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16765,bacalao confitado con callos o con pisto,26.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16766,merluza de pincho nacional con almejas en su jugo verde,29.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16767,carrillera de ternera glaseada con pure de orejones y aceite de vainilla,26.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16768,lagartillo iberico con patata revolcona,22.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16769,carpaccio de solomillo con parmesano y canonigos,25.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16770,lomo de buey con asadillo y patatas (400 gr.),32.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16771,"solomillo de buey con patatitas fritas, asadillo y salsa de queso",29.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16772,mini hamburguesa de buey (3 unidades),25.0,plato,8.7,mediterraneo,chantarella,40.4583879,-3.6824905
16773,crepe de dulce de leche con helado de vainilla,5.8,postre,8.9,mediterraneo,mayflower,40.453367,-3.6786116
16774,tarta de queso con cobertura de arandanos,5.0,postre,8.9,mediterraneo,mayflower,40.453367,-3.6786116
16775,pannacotta con cobertura de frutos rojos,5.0,postre,8.9,mediterraneo,mayflower,40.453367,-3.6786116
16776,carrot cake,5.8,postre,8.9,mediterraneo,mayflower,40.453367,-3.6786116
16779,sashimi salmon (8 uds),11.9,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16780,tartar de salmon,12.9,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16781,tartar de atun,14.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16782,tiradito de salmon salvaje,14.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16783,usuzukuri de toro con pan tumaca y jamon iberico al aceite de arbequina,14.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16784,sashimi de atun con arroz inflado,14.9,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16785,tacos de toro con kimuchi,15.9,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16786,sopa miso,3.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16787,edamame con sichimi,4.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16788,ensalada wakame con salsa mayonesa wasabi,4.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16789,ensalada de quinoa,7.5,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
16790,ensalada de lechuga viva y atun (para 2 personas) - precio por persona,8.25,plato,9,japones,sushita cafe - miguel angel,40.4354781,-3.6915344
