,product,price,type,rating,cuisine,restaurant,lat,log
8660,"arroz del señoret (calamar, magro, pollo, verduras, gambas y sepia)",22.0,plato,9,arroceria,st. james ortega y gasset,40.4298725,-3.6718086
8661,arroz con almeja fina gallega y necoras de la ria,26.0,plato,9,arroceria,st. james ortega y gasset,40.4298725,-3.6718086
8662,fideua negra con sepia,22.0,plato,9,arroceria,st. james ortega y gasset,40.4298725,-3.6718086
8663,lamb masala,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8664,lamb mantequilla,10.0,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8665,lamb palak,9.0,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8666,lamb motor,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8667,lamb kevez,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8668,lamb vindaloo,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8669,lamb pudina,9.0,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8670,lamb zalfrez,10.0,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8671,lamb madras,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8672,lamb dopiaza,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8673,lamb tikka masala,10.0,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8674,lamb kurma,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8675,lamb balti,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8676,lamb curry,9.5,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8677,lamb dal gush,10.0,plato,8.8,indio,baisakhi,40.4097396,-3.7025382
8678,mousse de chocolate,3.0,postre,8.8,español,la choza de david,40.39228,-3.67929
8679,arroz con leche,3.5,postre,8.8,español,la choza de david,40.39228,-3.67929
8680,tarta de queso,4.0,postre,8.8,español,la choza de david,40.39228,-3.67929
8681,"rape del litoral asturiano en tempura con salsa huancaina al buen gusto de peru, yuca frita y guacamole de mango",35.0,plato,9.2,none,viridiana abraham garcia,40.4172382,-3.6895956
8682,"colas de carabineros de huelva con papada iberica de bellota asada, salsa romescu y ajoblanco",37.0,plato,9.2,none,viridiana abraham garcia,40.4172382,-3.6895956
8683,"lubina de estero a la plancha con “papas arrugas”, tirabeques y alioli de ajo asado al pimenton",35.0,plato,9.2,none,viridiana abraham garcia,40.4172382,-3.6895956
8684,yakisoba,11.95,plato,9,japones,kiboka,40.4304507,-3.6781017
8685,"ensalada de endibias con pedacitos de roquefort, jamon dulce, almendras, huevo y vinagreta de moutarde",17.5,plato,9.6,frances,la esquina del real,40.417280448988,-3.710410118103
8686,"ensalada de 4 quesos calientes. tostas de pan con camembert, emmental, roquefort y cabra frito",18.5,plato,9.6,frances,la esquina del real,40.417280448988,-3.710410118103
8687,ensalada de bacalao desalado con juliana de lechugas a la vinagreta de jerez y pedacitos de naranja fresca,20.0,plato,9.6,frances,la esquina del real,40.417280448988,-3.710410118103
8688,huevos estrellados,19.9,plato,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
8689,huevos rotos con jamon,19.9,plato,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
8690,salmorejo de raff con cremoso de cabra,8.0,plato,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8691,ensalada mixta completa (la del tiempo),10.0,plato,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8692,tomate de la huerta / mozzarella y pesto,10.0,plato,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8693,ensaladilla casera con langostinos,10.0,plato,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8694,verduras a las brasas / salsa romescu,10.0,plato,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8695,entrecot (300 g),13.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8696,pollo asado al vino,9.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8697,secreto,9.5,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8698,chuleton de vaca (1kg),33.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8699,solomillo de ternera (300gr),23.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8700,hummus,8.0,entrante,9.2,arabe,beytna,40.4568544,-3.648126
8701,mutabbal,10.0,entrante,9.2,arabe,beytna,40.4568544,-3.648126
8702,muhammarah,10.0,entrante,9.2,arabe,beytna,40.4568544,-3.648126
8703,parrillada de ibericos a la brasa,16.0,plato,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
8704,solomillo de vaca con salsa chimichurri,19.0,plato,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
8705,hamburguesa de black angus,7.0,plato,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
8708,cafe,1.3,bebida,8.9,cubano,hierbabuena,40.4307137,-3.6976793
8709,botella de agua,1.5,bebida,8.9,cubano,hierbabuena,40.4307137,-3.6976793
8711,botella de vino,10.0,bebida,8.9,cubano,hierbabuena,40.4307137,-3.6976793
8712,copa de vino,2.0,bebida,8.9,cubano,hierbabuena,40.4307137,-3.6976793
8713,ice cream y sorbete,6.0,postre,9.4,asiatico,yakiniku rikyu,40.4281099,-3.69017
8714,yuzu,8.0,postre,9.4,asiatico,yakiniku rikyu,40.4281099,-3.69017
8715,momo,8.0,postre,9.4,asiatico,yakiniku rikyu,40.4281099,-3.69017
8716,"lomo de salmon con yakisoba, vegetales y noodles",26.0,plato,8.8,mediterraneo,soma - hotel vincci soma,40.424892168471,-3.6782400608063
8717,tataki de ternera madurada con patatas y pimientos fritos,27.0,plato,8.8,mediterraneo,soma - hotel vincci soma,40.424892168471,-3.6782400608063
8718,calamar de potera sobre arroz cremoso de placton y camarones fritos,25.0,plato,8.8,mediterraneo,soma - hotel vincci soma,40.424892168471,-3.6782400608063
8719,secreto de cerdo al estilo char siu con panecillos al vapor,25.0,plato,8.8,mediterraneo,soma - hotel vincci soma,40.424892168471,-3.6782400608063
8721,arroz de camaron,12.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8722,arroz marinero,14.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8723,chaulafan,12.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8724,bandera,14.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8725,arroz con marisco al coco,14.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8726,seco de carne,10.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8727,arroz con menestra y carne asada,12.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8730,cafe,1.2,bebida,8.3,mediterraneo,el vodevil gastrobar,40.4075551,-3.7098986
8732,media botella de agua,1.5,bebida,8.3,mediterraneo,el vodevil gastrobar,40.4075551,-3.7098986
8733,botella de vino,10.0,bebida,8.3,mediterraneo,el vodevil gastrobar,40.4075551,-3.7098986
8734,copa de vino,2.5,bebida,8.3,mediterraneo,el vodevil gastrobar,40.4075551,-3.7098986
8735,sukiyaki,12.85,plato,9,asiatico,soi noodle madrid,40.4458991,-3.695571
8736,col en olla seca sichuan,9.8,plato,9,asiatico,soi noodle madrid,40.4458991,-3.695571
8737,filloas de nata,4.9,postre,9.2,none,pasamar,40.3859895,-3.701474
8738,arroz con leche cremoso,3.9,postre,9.2,none,pasamar,40.3859895,-3.701474
8739,cuajada con miel y nueces,3.9,postre,9.2,none,pasamar,40.3859895,-3.701474
8742,cafe,1.5,bebida,8.3,peruano,pisco y lima - la latina,40.4107135,-3.7099175
8744,media botella de agua,2.0,bebida,8.3,peruano,pisco y lima - la latina,40.4107135,-3.7099175
8745,botella de vino,15.0,bebida,8.3,peruano,pisco y lima - la latina,40.4107135,-3.7099175
8746,copa de vino,2.5,bebida,8.3,peruano,pisco y lima - la latina,40.4107135,-3.7099175
8747,cheesecake de maracuya,6.0,postre,9,none,katary,40.4252779,-3.698956
8748,chocolate cake,6.0,postre,9,none,katary,40.4252779,-3.698956
8749,cochinillo asado,21.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8750,chuleton de avila,22.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8751,solomillo con foie,23.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8752,villagodio de buey a la piedra (2 pax),44.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8753,rabo de toro,20.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8754,chuletillas de cordero lechal,19.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8755,paletilla de cordero asada,23.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8756,steak tartar,23.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8757,rodaballo al horno (2 pax),42.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8758,cogote de merluza de pintxo al horno,20.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8759,lomo de merluza de pintxo con almejas,20.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8760,chuleton de mar con tres salsas (2 pax),42.0,plato,8.9,castellano,dudua palacio,40.421812,-3.7136607
8763,cafe,1.8,bebida,9.1,americano,beefcious - montecarmelo,40.507056,-3.695853
8764,botella de agua,3.0,bebida,9.1,americano,beefcious - montecarmelo,40.507056,-3.695853
8765,media botella de agua,1.5,bebida,9.1,americano,beefcious - montecarmelo,40.507056,-3.695853
8766,botella de vino,9.5,bebida,9.1,americano,beefcious - montecarmelo,40.507056,-3.695853
8767,copa de vino,2.5,bebida,9.1,americano,beefcious - montecarmelo,40.507056,-3.695853
8768,gamba roja de alicante.\t100 grs,17.0,plato,8.8,marisqueria,el gran barril,40.424741162189,-3.6731700897217
8769,cigala tronco hervida - plancha 100 grs,17.0,plato,8.8,marisqueria,el gran barril,40.424741162189,-3.6731700897217
8770,carabinero de isla cristina al horno,14.0,plato,8.8,marisqueria,el gran barril,40.424741162189,-3.6731700897217
8771,gamba blanca de huelva hervida / plancha 100 grs,17.0,plato,8.8,marisqueria,el gran barril,40.424741162189,-3.6731700897217
8777,botella de vino,19.0,bebida,9.1,gastronomico,pante,40.4224527,-3.6849186
8778,copa de vino,4.0,bebida,9.1,gastronomico,pante,40.4224527,-3.6849186
8779,cookie sundae,5.95,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8780,carrot cake,5.95,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8781,tarta queso,7.45,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8782,brownie sundae,5.95,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8783,copa brownie,6.45,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8784,crumble manzana,7.45,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8785,helado chocolate,5.95,postre,6.7,americano,tony roma´s - plaza de ec...,40.4548599,-3.67817
8788,cafe,2.0,bebida,9,none,urumea,40.4555671,-3.6811907
8790,media botella de agua,1.8,bebida,9,none,urumea,40.4555671,-3.6811907
8791,botella de vino,13.0,bebida,9,none,urumea,40.4555671,-3.6811907
8792,copa de vino,3.0,bebida,9,none,urumea,40.4555671,-3.6811907
8793,sopa de lentejas,7.0,plato,9.2,arabe,beytna,40.4568544,-3.648126
8794,sopa de freekeh,7.0,plato,9.2,arabe,beytna,40.4568544,-3.648126
8795,angus (180 g),12.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8796,pechuga de pollo,6.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8797,lisanti clasica,6.0,plato,8.4,español,lisanti ii,40.4649575,-3.6933277
8798,gindara (bacalao negro) al horno marinado en miso,26.0,plato,9.6,japones,miyama castellana,40.4357019,-3.6896704
8799,tobanyaki de lomo alto de buey wagyu (a la piedra),38.0,plato,9.6,japones,miyama castellana,40.4357019,-3.6896704
8800,"tobanyaki de marisco, pescado & buey wagyu (a la piedra)",31.0,plato,9.6,japones,miyama castellana,40.4357019,-3.6896704
8801,solomillo osina (minimo 2 personas; el precio es tambien por persona),22.5,plato,none,español,osine,40.419487674926,-3.677690029144287
8802,callos a la madrileña,15.0,plato,none,español,osine,40.419487674926,-3.677690029144287
8803,chuletitas de cordero,18.0,plato,none,español,osine,40.419487674926,-3.677690029144287
8804,sinfonia de frutas frescas,6.0,postre,8.5,none,the place to be - petit p...,40.42644,-3.69639
8805,tarta de manzana a la antigua con helado de vainilla.,6.5,postre,8.5,none,the place to be - petit p...,40.42644,-3.69639
8806,sable de limon,6.5,postre,8.5,none,the place to be - petit p...,40.42644,-3.69639
8807,coulant de chocolate,6.5,postre,8.5,none,the place to be - petit p...,40.42644,-3.69639
8808,"helados, toffee salado, sesamo negro o vainilla",5.0,postre,8.5,none,the place to be - petit p...,40.42644,-3.69639
8809,tartaleta de chocolate con mousse de lucuma,6.5,postre,8.5,none,the place to be - petit p...,40.42644,-3.69639
8814,nuestro tradicional bacalao al pil-pil,21.6,plato,9.7,vasco,okela,40.472073729676,-3.5817499160767
8815,ventresca de atun a la plancha,17.8,plato,9.7,vasco,okela,40.472073729676,-3.5817499160767
8816,txipirones en su tinta,18.8,plato,9.7,vasco,okela,40.472073729676,-3.5817499160767
8819,cafe,1.5,bebida,8.9,andaluz,taberna almadraba,40.4260941,-3.6062546
8821,media botella de agua,1.0,bebida,8.9,andaluz,taberna almadraba,40.4260941,-3.6062546
8822,botella de vino,10.0,bebida,8.9,andaluz,taberna almadraba,40.4260941,-3.6062546
8823,copa de vino,2.5,bebida,8.9,andaluz,taberna almadraba,40.4260941,-3.6062546
8824,de tortilla de patatas,2.6,plato,none,mediterraneo,la croquetta,40.4239386,-3.6708777
8825,de boletus con un toque de trufa,3.45,plato,none,mediterraneo,la croquetta,40.4239386,-3.6708777
8826,picantes de jalapeño verde y carne,3.3,plato,none,mediterraneo,la croquetta,40.4239386,-3.6708777
8827,tarta de limon,5.5,postre,8.8,mediterraneo,petit appetit - miguel angel,40.4357738,-3.6910417
8828,tarta de zanahoria,4.95,postre,8.8,mediterraneo,petit appetit - miguel angel,40.4357738,-3.6910417
8829,tarta de chocolate,4.95,postre,8.8,mediterraneo,petit appetit - miguel angel,40.4357738,-3.6910417
8832,cafe,1.5,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8834,media botella de agua,1.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8835,botella de vino,10.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8836,copa de vino,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8837,tarta de queso,4.0,postre,8.3,español,la cocinita de zoe,40.4445094,-3.6350738
8838,puding,3.5,postre,8.3,español,la cocinita de zoe,40.4445094,-3.6350738
8839,flan de huevo,3.5,postre,8.3,español,la cocinita de zoe,40.4445094,-3.6350738
8840,"marinero, limpio con alioli, para no mancharse",18.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8841,arroz con chipirones y verduritas de nuestra huerta,18.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8842,arroz con pulpo y verduritas de temporada,18.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8843,arroz negro a la tinta del calamar y alioli suave,18.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8844,"arroz con taquitos de solomillo, setas y ajos tiernos",18.75,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8845,con carabineros de isla cristina,22.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8846,arroz con bogavante,26.0,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
8847,botella de champan,60.0,bebida,8.1,español,polo,40.4471971,-3.5337261
8849,cafe,2.0,bebida,8.1,español,polo,40.4471971,-3.5337261
8851,media botella de agua,2.0,bebida,8.1,español,polo,40.4471971,-3.5337261
8852,botella de vino,10.0,bebida,8.1,español,polo,40.4471971,-3.5337261
8853,copa de vino,3.5,bebida,8.1,español,polo,40.4471971,-3.5337261
8854,salteado de solomillo en su jugo con ajetes,19.0,plato,9.1,marisqueria,el barril de argüelles,40.438745552336,-3.7141098976135
8855,solomillo tradicional con sal maldon,23.0,plato,9.1,marisqueria,el barril de argüelles,40.438745552336,-3.7141098976135
8856,solomillo al foie fresco de pato con reduccion de pedro ximenez,24.0,plato,9.1,marisqueria,el barril de argüelles,40.438745552336,-3.7141098976135
8857,steak tartar elaborado a la vista del cliente,21.5,plato,9.1,marisqueria,el barril de argüelles,40.438745552336,-3.7141098976135
8858,margherita,7.75,plato,8.7,italiano,la tagliatella - fuencarral,40.4310901,-3.70347
8859,banoffe,5.0,postre,none,español,tiendas de señorio padre ...,40.4548596,-3.6873038
8860,coulant de chocolate con helado de vainilla,6.0,postre,none,español,tiendas de señorio padre ...,40.4548596,-3.6873038
8861,tarta de queso,5.0,postre,none,español,tiendas de señorio padre ...,40.4548596,-3.6873038
8862,tarta de tres chocolates,5.5,postre,7.5,andaluz,taberna la lirio,40.4255686,-3.7040894
8863,tarta de queso,5.5,postre,7.5,andaluz,taberna la lirio,40.4255686,-3.7040894
8864,croquetas de avestruz y cocodrilo,13.5,entrante,9.3,español,mandahuevosymas,40.3951898,-3.6644638
8865,carne de cebra,26.6,entrante,9.3,español,mandahuevosymas,40.3951898,-3.6644638
8866,cocodrilo,27.0,entrante,9.3,español,mandahuevosymas,40.3951898,-3.6644638
8867,carne roja trinchada con pimientos de padron y patatas panaderas 350grs,25.0,plato,9,mediterraneo,dolan,40.473899016155,-3.6758699417114
8868,steak tartar con yema de huevo,19.0,plato,9,mediterraneo,dolan,40.473899016155,-3.6758699417114
8869,pluma iberica con parmesano y rucula,18.0,plato,9,mediterraneo,dolan,40.473899016155,-3.6758699417114
8870,medallon de solomillo de ternera con micuit de foie caramelizado,18.0,plato,9,mediterraneo,dolan,40.473899016155,-3.6758699417114
8871,bomba de chocolate,6.0,postre,9.1,español,taberna el torito,40.4328259,-3.670196
8872,flan de la casa,3.5,postre,9.1,español,taberna el torito,40.4328259,-3.670196
8873,pudding de la casa,4.0,postre,9.1,español,taberna el torito,40.4328259,-3.670196
8874,bandera,13.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8875,encocado de pescado,11.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8876,dorada frita,10.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8877,mero o corvina apanada,9.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8878,camaron reventado o apanados,13.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8879,chaulafan,10.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8880,arroz con camaron,14.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8881,arroz marinero,14.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8882,arroz con pollo,8.0,plato,9,latino,el bongo,40.3448389,-3.7091044
8883,tagliatelle alla bolognesa,14.0,plato,9.5,italiano,davanti food & market,40.4221046,-3.6968362
8884,gnocchi al tegamino,14.0,plato,9.5,italiano,davanti food & market,40.4221046,-3.6968362
8885,tortelli di mazzancolle,15.0,plato,9.5,italiano,davanti food & market,40.4221046,-3.6968362
8889,fusilli al pesto,10.0,plato,none,mediterraneo,e- teon,40.4172886,-3.7088665
8890,rigatoni a la boloñesa,12.0,plato,none,mediterraneo,e- teon,40.4172886,-3.7088665
8891,risotto,12.0,plato,none,mediterraneo,e- teon,40.4172886,-3.7088665
8892,caldereta de congrio y chipirones,12.0,plato,9,mediterraneo,al paseo,40.4555655475,-3.6819200515747
8893,sopa de pescado y marisco,12.0,plato,9,mediterraneo,al paseo,40.4555655475,-3.6819200515747
8894,verduritas con langostinos al wok y salsa de ostras,12.0,plato,9,mediterraneo,al paseo,40.4555655475,-3.6819200515747
